product_code,product_section,product_chapter,world_export_value,pci_final,ubiquity,product_name,product_name_short,natural_resource,demand_growth,density,opportunity_gain,world_market_size,density_n,pci_n,opportunity_gain_n,world_market_n,demand_growth_n,opportunity_score,distance,opportunity_type,positive_years_last6,residual_code,eligible,density_pct,pci_pct,opportunity_gain_pct,world_market_pct,demand_growth_pct,feasibility_score,transformation_score,absolute_classification,relative_category
8704,Transport equipment,87,175064364476,0.25086084999364,24,Motor vehicles for the transport of goods,Motor vehicles for transporting goods,FALSE,0.0616409480111682,0.0626400593273102,96.7479902361194,175064364476,0.353078473526979,0.511043674049572,0.637769799301705,0.903022467778276,0.688204086576472,0.538014999542651,0.93735994067269,Long shots,6,FALSE,TRUE,0.67985927880387,0.538258575197889,0.704485488126649,0.988566402814424,0.8125,0.706447889182058,0.687670404573439,Long shots,Middle-range candidates
7612,Metals,76,6524599407,0.0141752231087765,43,"Aluminum casks, drums, cans, boxes and similar containers (including rigid or collapsible tubular containers), for any material (other than compressed or liquefied gas), of a capacity not exceeding300 liters, whether or not lined or heat insulated, but no","Aluminum containers, <300 liters",FALSE,0.0667497382644042,0.0693473308991494,89.2081009359996,6524599407,0.407839457778471,0.473420934109725,0.58588077123385,0.732568821329198,0.692733470713451,0.520805427200931,0.930652669100851,Long shots,6,FALSE,TRUE,0.802110817941952,0.44415127528584,0.603342128408091,0.629727352682498,0.835387323943662,0.704690887187682,0.631120086835879,Long shots,Incremental extensions
1704,Foodstuffs,17,15837302001,-0.51672645519071,46,"Sugar confectionery (including white chocolate), not containing cocoa",Confectionery sugar,FALSE,0.076662675174072,0.0756852984915143,68.5492283176628,15837302001,0.459585289119067,0.389030614177004,0.443707752708754,0.778518942637883,0.701522146107021,0.494858164152166,0.924314701508486,Long shots,6,FALSE,TRUE,0.886543535620053,0.269129287598945,0.346525945470537,0.804749340369393,0.880281690140845,0.704123155821472,0.557509259603355,Long shots,Incremental extensions
1003,Vegetable products,10,10215836423,0.0653686123559834,21,Barley,Barley,FALSE,0.0784196254580734,0.0670843453547772,87.7063994386918,10215836423,0.389363492636845,0.481558460649196,0.575546159140526,0.75580116590007,0.703079834395511,0.517664169442858,0.932915654645223,Long shots,6,FALSE,TRUE,0.761653474054529,0.458223394898857,0.588390501319261,0.723834652594547,0.888204225352113,0.699022709254648,0.636181900107771,Long shots,Incremental extensions
2601,Minerals,26,150224724064,-1.80613228101538,20,"Iron ores and concentrates, including roasted iron pyrites",Iron ores and concentrates,TRUE,0.111243608197845,0.106784969000518,26.7669722693221,150224724064,0.713496070683436,0.18407106213152,0.156164982446042,0.89509346258415,0.732181132230125,0.489701846242719,0.893215030999482,Low-value extensions,6,FALSE,TRUE,0.989445910290237,0.029023746701847,0.0334212840809147,0.985927880386983,0.948943661971831,0.697576863998414,0.457911076839224,Low-value extensions,Incremental extensions
7010,Stone and glass,70,14711906383,-0.419848121297512,52,"Carboys, bottles, flasks, jars, pots, vials, ampoules and other containers, of glass, of a kind used for the conveyance or packing of goods; preserving jars of glass; stoppers, lids and other closures, of glass",Glass containers for conveyance,FALSE,0.0799332110219353,0.0720289802872306,73.3262188617896,14711906383,0.429733570509092,0.404430063690863,0.476582691127298,0.774699513591004,0.704421758824405,0.494742931067898,0.927971019712769,Long shots,6,FALSE,TRUE,0.84608619173263,0.298153034300792,0.397537379067722,0.789797713280563,0.890845070422535,0.695460936241902,0.568416081360635,Long shots,Incremental extensions
3923,Plastics and rubber,39,63418504595,-0.0342495397878116,63,"Articles for the conveyance or packing of goods, of plastics; stoppers, lids, caps and other closures, of plastics",Packing lids,FALSE,0.0373772731802171,0.0701829030645542,76.4396511980791,63418504595,0.414661420136881,0.465723498971454,0.498009130091398,0.850408273232396,0.6666922416119,0.512874249293481,0.929817096935446,Long shots,6,FALSE,TRUE,0.81882145998241,0.419525065963061,0.44415127528584,0.949868073878628,0.610035211267606,0.694952509693163,0.597591032120604,Long shots,Incremental extensions
1514,Fats and oils,15,13324984634,0.166618434365513,20,"Rapeseed, colza or mustard oil, and fractions thereof, whether or not refined, but not chemically modified","Rapeseed, colza or mustard oil,",FALSE,0.174125835865005,0.0646101581783855,86.5047019124722,13324984634,0.369163188601075,0.497652787003341,0.567276154875863,0.769568852339847,0.787931662272562,0.522825595197625,0.935389841821614,Long shots,6,FALSE,TRUE,0.715039577836412,0.504837291116975,0.567282321899736,0.771328056288478,0.985915492957746,0.694062085795335,0.647756017193752,Long shots,Middle-range candidates
2701,Minerals,27,184209260657,-2.10036438496914,17,"Coal; briquettes, ovoids and similar solid fuels manufactured from coal",Coal,TRUE,0.0831008622600484,0.111578420997251,25.5939563824955,184209260657,0.752631827524631,0.13730093048178,0.148092363359364,0.905660887441533,0.707230155442431,0.488653949214335,0.888421579002749,Low-value extensions,6,FALSE,TRUE,0.992963940193492,0.019349164467898,0.029023746701847,0.989445910290237,0.902288732394366,0.692911371040668,0.450475135332664,Low-value extensions,Incremental extensions
7202,Metals,72,43916385791,-1.17461287737781,32,Ferroalloys,Ferroalloys,FALSE,0.0771990894886219,0.0899838154704812,37.4486436110686,43916385791,0.57632439155714,0.284455232487509,0.229675550307386,0.831367421879257,0.701997723761757,0.472098969792455,0.910016184529519,Long shots,6,FALSE,TRUE,0.969217238346526,0.105540897097625,0.0747581354441513,0.923482849604222,0.882042253521127,0.692205984367064,0.473208622889492,Long shots,Incremental extensions
2603,Minerals,26,89187300041,-2.17415961991235,30,Copper ores and concentrates,Copper ore,TRUE,0.0900791894735469,0.114156165549869,23.0564168638451,89187300041,0.773677617506204,0.12557069164299,0.130629181333012,0.868076757657637,0.713417045687817,0.486455055639067,0.885843834450131,Low-value extensions,6,FALSE,TRUE,0.993843447669305,0.0149516270888303,0.0228671943711522,0.973614775725594,0.921654929577465,0.692121517583956,0.448190119167069,Low-value extensions,Incremental extensions
7404,Metals,74,26775738130,-1.13195228946973,108,Copper waste and scrap:,Copper waste and scrap,FALSE,0.0800840898151349,0.0878249463391366,44.7772138937617,26775738130,0.558698476572729,0.291236414030601,0.280110294633124,0.805729153560369,0.704555525915762,0.475404097182343,0.912175053660863,Long shots,6,FALSE,TRUE,0.961301671064204,0.110817941952507,0.116974494283201,0.87335092348285,0.893485915492958,0.691503384865039,0.479498107820184,Long shots,Incremental extensions
2202,Foodstuffs,22,25936727254,-0.744332146294105,73,"Waters, including mineral waters and aerated waters, containing added sugar or other sweetening matter or flavored, and other nonalcoholic beverages, not including fruit or vegetable juices of heading 2009","Waters, flavored or sweetened",FALSE,0.0594406625437545,0.0793416523811078,58.4705827902742,25936727254,0.48943729907891,0.352851189858273,0.374347169304922,0.804079519734487,0.68625334332828,0.483418572309448,0.920658347618892,Long shots,6,FALSE,TRUE,0.914687774846086,0.202286719437115,0.239226033421284,0.868073878627968,0.795774647887324,0.689955653003332,0.515549320549506,Long shots,Incremental extensions
1107,Vegetable products,11,5168692300,-0.222342973199187,31,"Malt, whether or not roasted",Malt,FALSE,0.0908059714238876,0.0700742471318015,83.187025164511,5168692300,0.413774307432621,0.435824808363293,0.544444119146599,0.720497698241726,0.714061400706078,0.506121943416341,0.929925752868198,Long shots,6,FALSE,TRUE,0.816182937554969,0.350043975373791,0.526824978012313,0.579595426561126,0.923415492957746,0.689922903737287,0.591066263455845,Long shots,Incremental extensions
7403,Metals,74,80472474406,-1.63380835321366,25,"Refined copper and copper alloys, unwrought (other than master alloys of heading 7405)",Refined copper and copper alloys,TRUE,0.063586313833925,0.0888356329362417,47.9064249504018,80472474406,0.566950146754035,0.211463085916096,0.301645321725054,0.86274882372361,0.689928821525736,0.466895151712882,0.911164367063758,Long shots,6,FALSE,TRUE,0.964819700967458,0.0430958663148637,0.143359718557608,0.965699208443272,0.818661971830986,0.688814306242026,0.468409732803151,Long shots,Incremental extensions
1806,Foodstuffs,18,33946904247,0.296844925682269,42,Chocolate and other food preparations containing cocoa,Chocolates,FALSE,0.050664516856948,0.0627802714653451,94.3865276890975,33946904247,0.354223224354578,0.518353145874192,0.621518367549032,0.818025244435807,0.678472531612148,0.527519866107252,0.937219728534655,Long shots,6,FALSE,TRUE,0.681618293755497,0.55584872471416,0.670184696569921,0.901495162708883,0.735915492957747,0.688455225637024,0.668446430562265,Long shots,Middle-range candidates
7308,Metals,73,64295160567,0.505819467208917,43,"Structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge sections, lock gates, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, sh","Structures and their parts, of iron or steel",FALSE,0.0667487718472479,0.0586025201422528,105.323737350009,64295160567,0.320114306598654,0.551571026205095,0.696787533512783,0.851119642764742,0.69273261390111,0.543675496229944,0.941397479857747,Long shots,6,FALSE,TRUE,0.593667546174143,0.632365875109938,0.780123131046614,0.952506596306069,0.834507042253521,0.687408487866513,0.71185879569413,Long shots,Middle-range candidates
0901,Vegetable products,9,37860456314,-1.48102286893524,48,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion",Coffee,FALSE,0.0702668781270286,0.0908644946365872,39.9296513480634,37860456314,0.583514626428236,0.235749345361781,0.246749684286972,0.823678899632974,0.695851719205101,0.46447045433153,0.909135505363413,Long shots,6,FALSE,TRUE,0.97273526824978,0.059806508355321,0.0870712401055409,0.912049252418645,0.850352112676056,0.68463943290349,0.459133716104897,Long shots,Incremental extensions
8432,Machinery and electrical,84,10982437735,0.743273200994577,28,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn or sports ground rollers; parts thereof",Machinery for soil preparation or cultivation,FALSE,0.0699604615397576,0.0566624431788316,122.836501740308,10982437735,0.304274702833891,0.589315861797961,0.817309239710713,0.759550508232614,0.695580054415415,0.562800015648298,0.943337556821168,Long shots,6,FALSE,TRUE,0.55584872471416,0.729111697449428,0.919964819700967,0.739665787159191,0.847711267605634,0.684023545406122,0.746424600815093,Long shots,Middle-range candidates
3917,Plastics and rubber,39,31410495959,-0.00377187217177771,54,"Tubes, pipes and hoses and fittings therefor (for example, joints, elbows, flanges), of plastics",Plastic tubes and fittings,FALSE,0.0465244366199789,0.0670430908297973,84.3235482274555,31410495959,0.389026673355184,0.470568125059581,0.552265596991368,0.814001418572429,0.674801992634888,0.513134827458215,0.932956909170203,Long shots,6,FALSE,TRUE,0.759894459102902,0.433597185576077,0.538258575197889,0.893579595426561,0.686619718309859,0.683745525041188,0.612637345621663,Long shots,Incremental extensions
0406,Animal products,4,38369221153,0.134723145220533,33,Cheese and curd,Cheese,FALSE,0.0534253631113044,0.063154534812556,93.9428750658031,38369221153,0.357278867628152,0.49258282063233,0.618465179033103,0.824370565060029,0.680920260449949,0.522415427185554,0.936845465187444,Long shots,6,FALSE,TRUE,0.686015831134565,0.488126649076517,0.665787159190853,0.912928759894459,0.758802816901409,0.683268144486975,0.651561899983896,Long shots,Middle-range candidates
0401,Animal products,4,10144260934,-0.0263019556060195,38,"Milk and cream, not concentrated nor containing added sugar or other sweetening matter",Milk,FALSE,0.0244995793509859,0.0708965130241306,86.2450988944928,10144260934,0.420487631784869,0.466986819844618,0.56548958378042,0.755436846016171,0.655275052950838,0.518086482738644,0.929103486975869,Long shots,6,FALSE,TRUE,0.827616534740545,0.423922603342128,0.561125769569041,0.720316622691293,0.495598591549296,0.683157044731007,0.595953878504094,Long shots,Incremental extensions
0811,Vegetable products,8,6665032047,-0.531959395448714,47,"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter","Fruits and nuts, frozen",FALSE,0.0841092034839468,0.0796316732456083,54.6493136197423,6665032047,0.491805151315607,0.386609237951548,0.348049443257219,0.733672260568287,0.708124137093233,0.482573640865946,0.920368326754392,Long shots,6,FALSE,TRUE,0.91820580474934,0.26297273526825,0.200527704485488,0.633245382585752,0.907570422535211,0.682709548849827,0.512656778401278,Long shots,Incremental extensions
8309,Metals,83,8803196963,0.0106502057546141,37,"Stoppers, caps and lids (including crown corks, screw caps and pouring stoppers),capsules for bottles, threaded bungs, bung covers, seals and other packing accessories, and parts thereof, of base metal","Stoppers, caps and lids of metal",FALSE,0.0649342243082913,0.0659927971308207,89.8253078660274,8803196963,0.380451634146905,0.47286060937457,0.590128349207625,0.748089644703876,0.691123860667693,0.513320244673741,0.934007202869179,Long shots,6,FALSE,TRUE,0.744063324538259,0.441512752858399,0.606860158311346,0.693931398416887,0.826584507042254,0.681339189490505,0.622236287115835,Long shots,Middle-range candidates
1601,Foodstuffs,16,6684499309,0.175924355021962,44,"Sausages and similar products, of meat, meat offal or blood; food preparations based on these products",Sausages,FALSE,0.0666048025710273,0.0650156318336211,92.1519434339262,6684499309,0.372473645947394,0.499132024409374,0.606140103953739,0.733823385380519,0.692604972693779,0.519019638782109,0.934984368166379,Long shots,6,FALSE,TRUE,0.72207563764292,0.508355321020229,0.636763412489006,0.635004397537379,0.83362676056338,0.679668744657921,0.639079474649126,Long shots,Middle-range candidates
7601,Metals,76,63328559013,-1.23522335503292,35,Unwrought aluminum,Unwrought aluminum,TRUE,0.0500980924585193,0.0939773594782484,36.4182094209613,63328559013,0.608929363366417,0.274820797695414,0.222584169189668,0.850334730694173,0.677970347424137,0.479177818251864,0.906022640521752,Long shots,6,FALSE,TRUE,0.977132805628848,0.0905892700087951,0.0659630606860158,0.948988566402814,0.727112676056338,0.679659376664561,0.45556087182727,Long shots,Incremental extensions
3808,Chemicals,38,39763709097,0.206419804401177,34,"Insecticides, rodenticides, fungicides, herbicides, antisprouting products and plant-growth regulators, disinfectants and similar products, put up in forms or packings for retail sale or as preparations or articles (for example, sulfur-treated bands, wick","Insecticides, rodenticides, fungicides, etc.",FALSE,0.0389727199725769,0.0627748814612046,96.6826868812235,39763709097,0.354179218095298,0.503979477025925,0.637320385858053,0.826220359133405,0.668106743095521,0.526854382984339,0.937225118538795,Long shots,6,FALSE,TRUE,0.680738786279683,0.5259454705365,0.701846965699208,0.9155672823219,0.632042253521127,0.679299212159501,0.658191032739976,Long shots,Middle-range candidates
4411,Wood and paper,44,10643936280,0.105805427374859,35,"Fiberboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances",Fiberboard of wood,FALSE,0.00786028696557417,0.0701062296346202,90.0549360857169,10643936280,0.414035426028225,0.487986158838875,0.591708635689609,0.757928291365538,0.640522882036539,0.525095783297727,0.92989377036538,Long shots,6,FALSE,TRUE,0.817062445030783,0.473175021987687,0.6103781882146,0.73438874230431,0.332746478873239,0.677777726163489,0.605526187025407,Long shots,Incremental extensions
0810,Vegetable products,8,24452926471,-1.21800476401403,41,"Other fruit, fresh",Other fresh fruit,FALSE,0.0973175025441124,0.0824672259613458,43.4078356270907,24452926471,0.514955795500453,0.277557806192975,0.270686322411984,0.801027014573209,0.71983443586733,0.455847389499853,0.917532774038654,Long shots,6,FALSE,TRUE,0.934916446789798,0.0958663148636763,0.106420404573439,0.860158311345647,0.932218309859155,0.677038893430946,0.468331769420392,Long shots,Incremental extensions
7326,Metals,73,64246807957,0.850571249256656,37,Other articles of iron or steel,Other articles of iron or steel,FALSE,0.0549165302210635,0.054546714224265,126.315561871629,64246807957,0.28700100238498,0.606371593567348,0.84125190539428,0.851080660092367,0.682242308981546,0.573625927212827,0.945453285775735,Long shots,6,FALSE,TRUE,0.491644678979771,0.774846086191733,0.941952506596306,0.951627088830255,0.77112676056338,0.675617513347455,0.763128507190903,Long shots,Strategic bets
2713,Minerals,27,26277632805,-0.902585188435249,37,"Petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals",Petroleum coke,TRUE,0.047378656854862,0.082950380128813,50.2757746426866,26277632805,0.518900469198593,0.327695826063993,0.317951032298759,0.80475614295314,0.675559332707504,0.475160874761322,0.917049619871187,Long shots,6,FALSE,TRUE,0.939313984168865,0.156552330694811,0.163588390501319,0.869832893579596,0.692781690140845,0.673939558635896,0.478952751248034,Long shots,Incremental extensions
1902,Foodstuffs,19,14441442857,-0.862787422371686,51,"Pasta, whether or not cooked or stuffed (with meat or other substances) or otherwise prepared, such as spaghetti, macaroni, noodles, lasagna, gnocchi, ravioli, cannelloni; couscous, whether or not prepared",Pasta,FALSE,0.0881666890449711,0.0769616543136327,51.9681827456602,14441442857,0.470005994517039,0.334021943211464,0.329598074856276,0.773738057793055,0.71172144875121,0.462473149509511,0.923038345686367,Long shots,6,FALSE,TRUE,0.90061565523307,0.167985927880387,0.182937554969217,0.786279683377309,0.91637323943662,0.673211642325368,0.491549373196081,Long shots,Incremental extensions
3305,Chemicals,33,16353881911,0.394136868694093,52,Preparations for use on the hair,Hair products,FALSE,0.0385289519455079,0.0633157055226463,92.1851214164812,16353881911,0.358594733047127,0.533818341282771,0.606368432673102,0.780182104273644,0.667713304382504,0.525025969287422,0.936684294477354,Long shots,6,FALSE,TRUE,0.689533861037819,0.588390501319261,0.63764291996482,0.813544415127529,0.627640845070423,0.672790469731317,0.652429871666233,Long shots,Middle-range candidates
1511,Fats and oils,15,41735166477,-2.0268416641085,27,"Palm oil and its fractions, whether or not refined, but not chemically modified",Palm oil,FALSE,0.077729818532104,0.0901412703631309,21.8024159549948,41735166477,0.577609919480731,0.148987851411523,0.121999228588823,0.828727721595172,0.702468260932285,0.416929878641647,0.909858729636869,Long shots,6,FALSE,TRUE,0.97009674582234,0.0211081794195251,0.0219876868953386,0.919964819700967,0.88556338028169,0.672065572856665,0.434906382003543,Long shots,Incremental extensions
2105,Foodstuffs,21,5477853540,-0.0952127609681422,44,"Ice cream and other edible ice, whether or not containing cocoa",Ice cream,FALSE,0.0578920571930697,0.0680398786604708,84.1614999489582,5477853540,0.397164868165541,0.456032993271762,0.551150391271947,0.723507896090266,0.684880370831437,0.504084857122439,0.931960121339529,Long shots,6,FALSE,TRUE,0.785400175901495,0.392260334212841,0.536499560246262,0.593667546174143,0.789612676056338,0.670342094342661,0.58648105652384,Long shots,Incremental extensions
1904,Foodstuffs,19,7947799838,-0.496182312547758,50,"Prepared foods obtained by the swelling or roasting of cereals or cereal products (for example, cornflakes); cereals (other than corn (maize)) in grain form or in the form of flakes or other worked grains (except flour, groats and meal)",Cereal foods,FALSE,0.0566586713692141,0.0716804548292391,75.4872557889434,7947799838,0.426888062181019,0.392296241017618,0.491454806791777,0.742792989891863,0.683786867691079,0.488433829134411,0.928319545170761,Long shots,6,FALSE,TRUE,0.839929639401935,0.274406332453826,0.423922603342128,0.670184696569921,0.78080985915493,0.669813615642846,0.543384415994649,Long shots,Incremental extensions
1518,Fats and oils,15,7843198994,-0.0628079457472117,35,"Animal or vegetable fats and oils and their fractions, boiled, oxidized, dehydrated, sulfurized, blown, polymerized by heat in vacuum or in inert gas or otherwise chemically modified, excluding those of heading 1516; inedible mixtures or preparations of a","Animal or vegetable fats and oils, processed",FALSE,0.24727030576899,0.0680988033458348,66.9028393261723,7843198994,0.397645954063537,0.461183952169866,0.432377410685205,0.742106508844027,0.852780557073244,0.500436260693473,0.931901196654165,Long shots,6,FALSE,TRUE,0.786279683377309,0.40457343887423,0.328935795954266,0.668425681618294,0.993838028169014,0.66939259789166,0.566402272473894,Long shots,Incremental extensions
0203,Animal products,2,33270006250,0.485329554597485,19,"Meat of swine, fresh, chilled or frozen",Pork,FALSE,0.0468964302139847,0.058605407626557,107.107750159204,33270006250,0.320137881234154,0.548314019585317,0.709064993704181,0.816981591796204,0.675131797109182,0.540151100959658,0.941394592373443,Long shots,6,FALSE,TRUE,0.594547053649956,0.621811785400176,0.798592788038698,0.897977132805629,0.689260563380282,0.6690579824594,0.693552265660807,Long shots,Middle-range candidates
8544,Machinery and electrical,85,152657550386,-0.135241837196362,49,"Insulated(including enameled or anodized) wire, cable (including coaxial cable) and other insulated electric conductors, whether or not fitted with connectors; optical fiber cables, made up of individually sheathed fibers, whether or not assembled with el",Insulated electrical wire,FALSE,0.043901071073954,0.0683982482957071,67.4921101110009,152657550386,0.400090748494255,0.449670107849491,0.436432733923579,0.895925883915112,0.672476152328147,0.496576039344404,0.931601751704293,Long shots,6,FALSE,TRUE,0.790677220756377,0.379947229551451,0.335971855760774,0.986807387862797,0.672535211267606,0.668660733088062,0.561580697907763,Long shots,Incremental extensions
4811,Wood and paper,48,19828394517,0.308909443892121,25,"Paper, paperboard, cellulose wadding and webs of cellulose fibers, coated, impregnated, covered, surface-colored, surface-decorated or printed, in rolls or rectangular (including square) sheets, of any size, other than goods of the kind described in headi","Cellulose wadding, coated",FALSE,0.0184974701627858,0.0619189593317744,110.199817296805,19828394517,0.347191110077274,0.520270880538028,0.730344398759652,0.790164503007665,0.64995366436413,0.541665305150663,0.938081040668226,Long shots,6,FALSE,TRUE,0.669305189094107,0.559366754617414,0.823218997361478,0.837291116974494,0.427816901408451,0.668551259182182,0.667451874837415,Long shots,Middle-range candidates
2709,Minerals,27,1137646536674,-2.57125059550541,37,"Petroleum oils and oils obtained from bituminous minerals, crude","Petroleum oils, crude",TRUE,0.0442324643726935,0.116105943785449,16.0273370997279,1137646536674,0.789596426534426,0.0624504645982548,0.0822555112891199,1,0.672769961131407,0.475699463807578,0.883894056214551,Low-value extensions,6,FALSE,TRUE,0.994722955145119,0.0079155672823219,0.0105540897097625,1,0.674295774647887,0.667561503586161,0.421123508863206,Low-value extensions,Incremental extensions
2620,Minerals,26,8685157072,-0.453095168642672,44,"Slag, ash and residues (other than from the manufacture of iron or steel), containing arsenic, metals or their compounds","Slag, ash and residues containing metals",FALSE,0.0360727417974109,0.0732424045317064,76.6443099301935,8685157072,0.439640476056366,0.399145226447057,0.499417578182916,0.747390152190193,0.665535661784077,0.494836570265502,0.926757595468294,Long shots,6,FALSE,TRUE,0.854001759014952,0.288478452066843,0.449428320140721,0.689533861037819,0.600352112676056,0.666675492709998,0.541389652780359,Long shots,Incremental extensions
2104,Foodstuffs,21,3928861736,-0.577464703709086,39,Soups and broths and preparations therefor; homogenized composite food preparations,Soups and broths,FALSE,0.0524820538403295,0.076894132479686,69.1169967172238,3928861736,0.469454717884539,0.379375869364298,0.447615097929379,0.706286036203507,0.68008393524644,0.487313135331533,0.923105867520314,Long shots,6,FALSE,TRUE,0.898856640281442,0.248900615655233,0.357080035180299,0.512752858399296,0.75,0.666600703605981,0.514929639401935,Long shots,Incremental extensions
